location,sample date,Oxygen saturation,Dissolved silicates,Benzo(k)fluoranthene,Hexachlorobenzene,PAHs,Benzo(b)fluoranthene,beta-Hexaxchlorocyclohexane,Chlorodinine,Methoxychlor,Carbonates,Chemical Oxygen Demand (Mn),Anthracene,Boron,Cyanides,Chromium,Metolachlor,Endosulfan (alpha),Inorganic nitrogen,Pyrene,Heptachloroepoxide,Biochemical Oxygen,Berilium,"p,p-DDE",Sodium,AOX,Total organic carbon,Nitrates,PCB 118,"Benzo(g,h,i)perylene",Acenaphthylene,Total dissolved salts,Orthophosphate-phosphorus,Calcium,Macrozoobenthos,Benzo(a)anthracene,Total extractable matter,Nickel,Alachlor,Pentachlorobenzene,Dieldrin,Methylosmoline,Barium,Chemical Oxygen Demand (Cr),Benzo(a)pyrene,Phenanthrene,PCB 180,Anionic active surfactants,Chrysene,Mercury,gamma-Hexachlorocyclohexane,Manganese,PCB 101,Dissolved organic carbon,Cadmium,Trifluralin,Endrin,Sulfides,Nitrites,Sulphates,Selenium,Simazine,Total phosphorus,Endosulfan (beta),"1,2,4-Trichlorobenzene",Arsenic,Iron,alpha-Hexachlorocyclohexane,Silica (SiO2),Total dissolved phosphorus,Fecal coliforms,PCB 153,Fluorene,PCB 138,Heptachlor,Copper,Tetrachloromethane,PCB 52,Magnesium,Bicarbonates,Total hardness,Zinc,"p,p-DDT",Dissolved oxygen,"Indeno(1,2,3-c,d)pyrene",Fluoranthene,Fecal streptococci ,Ammonium,Aldrin,Isodrin,"p,p-DDD",Chlorides,Acenaphthene,Atrazine,AGOC-3A,PCB 28,Potassium,"1,2,3-Trichlorobenzene",Lead,Cesium,Total nitrogen,Aluminium,Organic nitrogen,Water temperature,Petroleum hydrocarbons,Naphthalene,Total coliforms
Kannika,27-Sep-09,98.23,,0,0.0055,,0,,,,,3.72,0.0075,,0.002,,,,,,,1.3,,,25.2,0,4.2,1.5,0.002,0.004,,241,0.037,49.08,,0,,,0.025,0.004,0.015,,,14.79,0,0.005,0.002,0.025,,,0.04,,0.002,,,0.1,0.073,0.025,0.032,29.1,,0.1,0.083,,,,,,,,0.27,0.002,,0.002,,,,,14.84,,103,,0.055,8.9,0.004,0.005,0.002,0.103,0.018,0.015,,36.6,,0.5,,,2.9,,,,1.97,,,19.8,0.026,0.023,0.78
Kannika,10-Oct-09,79.18,11.17,,,,,,,,,3.68,,,0.002,2.6,,,,,,1.39,,,22,0,6.32,1.48,,,,226,0.055,44.8,,,,1.2,,,,,,19.68,,,,0.025,,0.07,,0,,,0.43,,,0.015,0.068,27.1,,,0.1869,,,0.9,0.53,,6.256,,0.45,,,,,4,,,19.85,,108.7,0,,7.61,,,0.011,0.0831,,,,36.6,,,,,1.9,,2.4,,1.95,120,,17,0.022,,1.3
Kannika,13-Nov-09,82.42,,0,0.0055,,0,,,,,3,0.0086,,0.002,2.6,,,,,,1.88,,,21.2,0,4.05,1.48,0.002,0.004,,268,0.052,49.62,,0,,1.6,0.025,0.004,0.015,,,19.73,0,0.005,0.002,0.025,,0.08,0.04,0,0.002,,0.2,0.1,0.073,0.014,0.037,28.1,,0.1,0.061,,,0.5,0.44,,10.336,,1.3,0.002,,0.002,,5.4,,,21.16,,,19,0.055,9.52,0.004,0.005,0.098,0.112,0.018,0.015,,35.5,,0.5,,,2.2,,1.9,,1.94,67,,9,0.0164,0.0165,3.3
Kannika,05-Dec-09,86.31,,,,,,,,,,2.83,,,0.002,2.2,,,,,,2.2,,,21.4,0,6.03,1.72,,,,258,0.083,53.44,,,,1,,,,,,19.68,,,,0.025,,0.06,,0,,,0.38,,,0.011,0.031,27.1,,,0.104,,,0.6,0.4,,9.798,,0.45,,,,,4.4,,,18.48,,,0,,11.1,,,0.0078,0.096,,,,35.5,,,,,2.6,,1.9,,2.22,60,,4.8,0.011,,1.3
Kannika,10-Jan-10,73.35,,,,,,,,,,3.5,,,0.004,5.9,,,,,,3.1,,,22.4,,,1.19,,,,275,0.047,45.8,,,1.2,1.2,,,,,,24.6,,,,0.053,,0.04,0.05,0.0085,,,0.28,,,,0.067,27.5,,,0.119,,,0.9,0.45,,10.76,,,,,,,4.5,0.025,,30.16,,,17,,10.6,,,,0.133,,,,35.5,,0.5,,,2,,1.4,,2.39,58,,0.5,0.34,,
Kannika,07-Feb-10,96.09,10.957,,,,,,,,,3.46,,,0.004,3,,,12.011,,,3.44,,,18.8,,,2.3,,,,297,0.047,64.89,,,,1,,,,,,24.66,,,,0.053,,0.06,0.05,0.089,,,0.14,,,,0.05,27.4,,,0.1215,,,0.97,0.22,,10.143,,0.13,,,,,5.4,0.025,,16.29,382.5,,11,,12.29,,,0.045,0.144,,,,35.5,,0.5,,,2.8,,1.7,,3.92,,,5,,,0.21
Kannika,12-Mar-10,82.34,,,,,,,,,,3.59,,,0.004,3,,,,,,2.21,,,,,,2.14,,,,298,0.033,53.44,,,,1.1,,,,,,24.6,,,,0.053,,0.05,0.05,,,,0.11,,,,0.032,28.7,,,0.044,,,1,,,5.583,,,,,,,5,0.025,,20.92,,,4,,9.75,,,,0.125,,,,35.5,,0.5,,,,,1.4,,2.74,,,8,,,
Kannika,08-Apr-10,81.72,,,,,,,,,,3.79,,,,2.3,,,1.214,,,1.11,,,,,,1.45,,,,241,0.027,67.45,,,,0.94,,,,,,24.6,,,,0.053,,0.059,0.05,,,,0.34,,,,0.038,26.7,,,0.325,,,0.9,,,5.883,,,,,,,2.6,0.025,,14.34,,,3.2,0.05,8.99,,,,0.066,,,,35,,0.5,,,,,1.3,,1.86,,,11,,,
Kannika,14-May-10,87.51,,,,,,,,,,4,,,,6.1,,,,,,2.44,,,,,,1.42,,,,254,0.032,62.52,,,,1.3,,,,,,29.68,,,,0.053,,0.055,0.05,,,,0.37,,,,0.028,28.9,,,0.035,,,1.3,,,6.131,,,,,,,2.3,0.025,,16.54,,,7.5,,8.41,,,,0.187,,,,35.1,,0.5,,,,,1.3,,1.96,,,17,,,
Kannika,19-Jun-10,89.14,,,,,,,,,,3.42,,,,3,,,,,,0.67,,,16.8,,,1.38,,,,223,0.005,58.62,,,,1.5,,,,,,24.6,,,,0.053,,0.03,0.05,0.009,,,0.11,,,,0.028,34.2,,,0.04,,,0.75,0.27,,3.225,,,,,,,2.9,0.025,,18.96,,,28,0.05,7.39,,,,0.269,,,,34.4,,0.5,,,2.4,,1.2,,2.01,,,24.2,,,
Kannika,18-Jul-10,97.62,,,,,,,,,,2.66,,,0.004,2.4,,,,,,0.9,,,,,,1.15,,,,232,0.005,46.8,,,,1,,,,,,24.6,,,,0.053,,0.068,0.05,0.017,,,0.09,,,,0.029,26.3,,,0.05,,,1,0.5,,3.939,,,,,,,3.2,0.025,,14.22,,,4.7,,7.4,,,,0.037,,,,27.6,,0.5,,,,,1.5,,1.45,,,29,0.34,,
Kannika,14-Aug-10,78.36,1.466,,,,,,,,,2.44,,,0.004,2.8,,,1.524,,,0.72,,,,,,1.23,,,,224,0.035,46.8,,,,1.7,,,,,,19.68,,,,0.053,,0.057,0.05,0.019,,,0.07,,,,0.032,25.7,,,0.079,,,1.1,0.45,,4.22,,,,,,,3.8,0.025,,18.9,,,4.1,,6.41,,,,0.342,,,,34.4,,0.5,,,,,1.4,,1.92,,,25,,,
Kannika,02-Sep-10,104.08,,,,,,,,,,3.87,,,0.004,2.6,,,,,,1.09,,,,,,1.4,,,,203,0.005,53.15,,,,2,,,,,,24.66,,,,0.053,,0.08,0.05,0.015,,,0.2,,,,0.011,26.1,,,0.031,,,0.81,0.47,,4.783,,,,,,,4,0.025,,17.51,,,3.7,,8.67,,,,0.216,,,,34.4,,0.5,,,,,1.3,,1.94,,,24,0.34,,
Kannika,15-Oct-10,79.73,,,,,,,,,,2.89,,,,1.9,,,,,,1.03,,,,,,1.65,,,,303,0.006,51.07,,,,1.8,,,,,,18.72,,,,,,0.07,0.05,0.018,,,0.17,,,,0.032,28.4,,,0.046,,,0.91,0.53,,5.467,,,,,,,3.5,0.025,,21.4,,,4.7,,7.91,,,,0.078,,,,34.4,,0.5,,,,,1.5,,2.11,,,15.5,0.34,,
Kannika,09-Nov-10,88.6,,,,,,,,,,2.52,,,,3.5,,,,,,1.52,,,,,,1.79,,,,319,0.006,55.01,,,,1.8,,,,,,18.72,,,,,,0.05,0.05,0.02,,,0.17,,,,0.022,39.5,,,0.104,,,0.9,0.68,,7.355,,,,,,,3,0.025,,14.35,,,3.4,,9.41,,,,0.138,,,,34.4,,0.5,,,,,1.3,,2.34,,,12.5,0.34,,
Kannika,11-Dec-10,86.82,,,,,,,,,,2.4,,,,3.8,,,1.189,,,1.73,,,,,,1.75,,,,312,0.018,55.01,,,,1.6,,,,,,18.72,,,,,,0.064,0.05,0.022,,,0.24,,,,0.033,34.1,,,0.06,,,0.79,0.7,,6.35,,,,,,,2.5,,,18.96,,,4.3,,10.54,,,,0.078,,,,34.4,,0.5,,,,,2.9,,2.23,,0.24,7,,,
Kannika,15-Jan-11,91.85,,,,,,,,,,3.23,,,,2.7,,,,,,2.5,,,19.8,,,1.9,,,,290,0.064,47.15,,,,1.8,,,,,,24.6,,,,0,,0.075,,0,,,0,,,,0.026,29.1,,,0.083,,,1.4,0.38,,,,,,,,,4.2,,,21.4,200.69,,1.5,,12.06,,,,0.113,,,,34.4,,,,,1.8,,1.5,,2.44,,,4,,,
Kannika,10-Feb-11,78.36,,,,,,,,,,2.44,,,,2.8,,,,,,0,,,,,,1.23,,,,224,0.035,,,,,1.7,,,,,,19.68,,,,0,,0.057,,,,,0,,,,0.032,,,,0.079,,,1.1,,,,,,,,,,3.8,,,46.8,175.07,,4.1,,6.41,,,,0.342,,,,34.4,,,,,,,1.4,,1.92,,,5,,,
Kannika,12-Feb-11,83.11,,,,,,,,,,3.13,,,,2.1,,,,,,1.38,,,,,,2.12,,,,263,0,,,,,1.3,,,,,,23.06,,,,0,,0.09,,0,,,0.1,,,,0.066,,,,0.093,,,1.4,0.35,,,,,,,,,9.5,,,58.94,213.5,,12,,10.63,,,,0.248,,,,34.4,,,,,,,1.5,,2.91,,,5,,,
Kannika,11-Mar-11,83.77,,,,,,,,,,3.84,,,,3.7,,,,,,1.91,,,,,,2.01,,,,282,0.025,,,,,2.5,,,,,,22.84,,,,,,0.085,,,,,0.21,,,,0.032,,,,0.06,,,1.09,,,,,,,,,,4,,,58.36,200.69,,6.3,,10.17,,,,0.252,,,,34.4,,,,,,,1.9,,2.74,,,7,,,
Kannika,06-Apr-11,85.09,,,,,,,,,,3.6,,,,1.5,,,,,,0,,,,,,2.5,,,,306,0.038,,,,,1.4,,,,,,22.84,,,,0,,0.065,,,,,0,,,,0.027,,,,0.063,,,1.3,,,,,,,,,,6.3,,,54.47,183.61,,8,,9.59,,,,0.177,,,,34.4,,,,,,,1.5,,3.24,,,10,,,
Kannika,12-May-11,90.42,,,,,,,,,,3.69,,,,1.8,,,,,,1.11,,,,,,1.46,,,,271,0,53.43,,,,1.9,,,,,,24.12,,,,0,,0.075,,0,,,0,,,,0.041,26.1,,,0.038,,,1.5,0.67,,,,,,,,,5.5,,,53.43,186.66,,7.5,,8.5,,,,0.059,,,,24.03,,,,,,,1.7,,1.87,,,18,,,
Kannika,22-May-11,95.38,,,,,,,,,,2.92,,,,1.2,,,,,,1.05,,,49.62,,,1.51,,,,260,0,18.48,,,,1.2,,,,,,24.12,,,,,,0.05,,0,,,0.14,,,,0.015,,,,0.038,,,1.1,0.39,,,,,,,,,3.7,,,22,158.6,,5,,8.27,,,,0.128,,,,22,,,,,,,4.9,,1.98,,,22,,,
Kannika,18-Jun-11,93.52,,,,,,,,,,2.45,,,,2.4,,,,,,1.04,,,14,,,1.16,,,,219,0.022,59.06,,,,1.8,,,,,,19.73,,,,0,,0.055,,0,,,0.14,,,,0.033,43.5,,,0.042,,,1.5,0.56,,,,,,,,,5.9,,,15.32,164.7,,5.5,,7.8,,,,0.112,,,,23.02,,,,,2.9,,1.5,,1.56,,,21,,,
Kannika,26-Jun-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,0.132,,,,,,,,,,,,,1.92,,,24.5,,,
Kannika,14-Jul-11,89.26,0,,,,,,,,,2.5,,,,2.4,,,,,,1.45,,,,,,1.43,,,,225,0.033,50.62,,,,2.8,,,,,,18.82,,,,,,0.04,,,,,0,,,,0.022,,,,0.038,,,1,,,,,,,,,,2.6,,,15.36,155.55,,3.5,,7.4,,,,0.211,,,,21.44,,,,,,,1.6,,1.99,,0,24.3,,,
Kannika,30-Jul-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,,0.109,,,,,,,,,,,,,,,,,,,,,,,,,0.133,,,,,,,,,,,,,1.5,,,26,,,
Kannika,06-Aug-11,,,,,,,,,,,3.66,,,,2.4,,,,,,1.2,,,12.9,,,0.998,,,,235,0.045,55.55,,,,1,,,,,,18.82,,,,,,0.06,,0,,,0,,,,0.023,,,,0.106,,,1.3,0.7,,,,,,,,,2,,,14.59,158.6,,2.4,,7.57,,,,0.075,,,,25.5,,,,,2.9,,2.2,,1.32,,,26,,,
Kannika,25-Aug-11,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,1.34,,,,,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,0.083,,,,,,,,,,,,,,,,,,,,,7.52,,,,0.2,,,,,,,,,,,,,1.88,,,25,,,
Kannika,09-Sep-11,92.27,,,,,,,,,,2.04,,,,2.3,,,,,,0,,,14.9,,,1.24,,,,250,0.015,47.62,,,,1.5,,,,,,14.04,,,,,,0.043,,,,,0,,,,0.027,,,,0.097,,,1.5,,,,,,,,,,4,,,19.46,174.46,,4.8,,8,,,,0.081,,,,27.8,,,,,2.2,,1.4,,1.62,,,23,,,
Kannika,14-Oct-11,92.6,,,,,,,,,,2.38,,,,2.8,,,,,,0,,,18.2,,,1.5,,,,283,0.072,59.52,,,,1.2,,,,,,18.72,,,,,,0.058,,,,,0,,,,0.017,,,,0.093,,,,,,,,,,,,,2.5,,,12.16,174.46,,2.9,,8.76,,,,0.132,,,,28.5,,,,,3,,1.9,,1.98,,,17.7,,,
Kannika,23-Oct-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,0.096,,,,,,,,,,,,,,,,,,,,,,,,,0.145,,,,,,,,,,,,,1.54,,,14,,,
Kannika,11-Nov-11,92.4,,,,,,,,,,3.1,,,,2.5,,,,,,2.54,,,,,,1.43,,,,296,0.031,51.58,,,,1.5,,,,,,18.72,,,,,,0.058,,0,,,0.11,,,,0.026,,,,0.115,,,1.2,0.26,,,,,,,,,3.5,,,17.02,192.76,,2.4,,10.1,,,,0.095,,,,27.8,,,,,,,1.6,,1.86,,,11.3,,,
Kannika,26-Nov-11,,,,,,,,,,,4.3,,,,,,,,,,1.4,,,,,,1.67,,,,,0.058,,,,,,,,,,,13,,,,,,,,,,,,,,,0.016,,,,0.08,,,,,,,,,,,,,,,,,,,10,,11.5,,,,0.332,,,,,,,,,,,,,2.41,,0,8,,,
Kannika,09-Dec-11,98.61,,,,,,,,,,2.33,,,,2.5,,,,,,1.7,,,,,,1.77,,,,298,0,47.61,,,,1.6,,,,,,18.72,,,,,,0.058,,,,,0,,,,0.021,31,,,0.102,,,1.4,,,,,,,,,,2.5,,,19.45,167.75,,2.4,,11.4,,,,0.21,,,,31.1,,,,,,,2.5,,2.4,,,8.9,,,
Kannika,17-Dec-11,96.59,,,,,,,,,,4.6,,,0,21,,,,,,3.1,,,,,,1.72,,,,362,0,53.2,,,,,,,,,,12.88,,,,0,,,,,,,,,,,0.019,52.1,,,0.038,,,,,,,,,,,,,,,,11,185.4,,,,13.3,,,,0.198,,,,103.7,,,,,,,,,2.31,,,4.8,,,445
Kannika,14-Jan-12,89.11,,,,,,,,,,2.33,,,0,1.5,,,,,,2.1,,,,,,1.8148,,,,295,0,51.58,,,,1.8,,,,,,19.58,,,,0,,0.085,0,,,,0.1,,,0.015,0.0237,22.6,,,0,,,1.8,,,,,,,,,,3.3,,,17.02,,,2.4,0,11.7,,,,0.1616,,,,28.1,,0,,,,,1.9,,2.39,,,4,,,
Kannika,11-Feb-12,77.19,,,,,,,,,,2.66,,,,1.7,,,,,,2.2,,,18.6,,,1.7583,,,,301,0.0515,55.55,,,,1.9,,,,,,18.72,,,,,,0.055,0,0,,,0,,,0.025,0.034,,,,0.067,,,1.6,,,,,,,,,,2.7,,,14.59,,,3,0,11,,,,0.15,,,,,,0,,,2.9,,1.7,,2.33,,,1,9,,
Kannika,30-Mar-12,92.66,,,,,,,,,,3.83,,,,,,,,,,3.6,,,,,,2.0656,,,,284,0,39.68,,,,,,,,,,23.06,,,,,,,,,,,,,,,0.0331,,,,0.055,,,,,,,,,,,,,,,,26.27,,,,,12.5,,,,0.4693,,,,31.3,,,,,,,,,3.07,,,3,,,
Kannika,15-Apr-12,85.74,,,,,,,,,,3.61,,,,,,,,,,1.2,,,20.3,,,1.7605,,,,331,0.0215,53.95,,,,,,,,,,22.84,,,,,,,,,,,,,,,0.0416,,,,0.054,,,,,,,,,,,,,,,,18.73,,,,,8.9,,,,0.0497,,,,35.43,,,,,2.7,,,,2.22,,,13.5,,,
Kannika,13-May-12,90.63,,,,,,,,,,3.75,,,,,,,,,,0,,,15.9,,,1.478,,,,293,0.0574,53.95,,,,,,,,,,23.4,,,,0,,,,0,,,,,,0.018,0.0158,45.96,,,0.063,,,,,,,,,,,,,,,,18.73,,,,,8.9,,,,0.1033,,,,24.3,,,,,2.7,,,,1.92,,,16,18,,
Kannika,08-Jun-12,,,,,,,,,,,4.08,,,,2.3,,,,,,2.2,,,,,,1.6679,,,,261,0.059,53.95,,,,1.3,,,,,,24.8,,,,0,,0.065,,,,,0.11,,,,0.0271,14.29,,,0.074,,,1.6,,,,,,,,,,5.5,,,14.11,,,4,,7.6,,,,0.1608,,,,27.8,,,,,,,2,,2.23,,,20,,,
Kannika,13-Jul-12,,,,,,,,,,,4.94,,,,,,,,,,1.8,,,,,,1.0012,,,,247,0,53.95,,,,,,,,,,29.23,,,,0,,,,,,,,,,,0.0246,29.33,,,0.08,,,,,,,,,,,,,,,,14.03,,,,,6.9,,,,0.2284,,,,20.6,,,,,,,,,1.5,,,22,,,
Kannika,01-Sep-12,,,,,,,,,,,4.43,,,,,,,,,,2.13,,,18.5,,,1.5368,,,,266,0.0652,49.6,,,,,,,,,,28.08,,,,,,,,,,,,,,,0.0432,,,,0.11,,,,,,,,,,,,,,,,21,,,,,6.44,,,,0,,,,26.4,,,,,2.4,,,,1.91,,,23.4,,,
Kannika,23-Sep-12,,,,,,,,,,,4,,,,,,,,,,0,,,18.7,,,1.5865,,,,294,0.0567,52.75,,,,,,,,,,23.4,,,,,,,,,,,,,,,0.0152,,,,0.086,,,,,,,,,,,,,,,,13.86,,,,,8.8,,,,0,,,,,,,,,3.6,,,,1.95,,,19,,,
Kannika,14-Oct-12,,,,,,,,,,,3.71,,35,,,,,,,,0,0,,17.5,,,1.7831,,,,296,0.0551,44.8,,,,,,,,,31,23.4,,,,,,,,0,,,,,,,0.0304,,,,0.093,,,,,,,,,,,,,,,,22.8,,,,,9.3,,,,0.0319,,,,25.73,,,,,3.3,,,,2.2,,,13.2,,,
Kannika,09-Nov-12,,,,,,,,,,,3.78,,,,,,,,,,1.2,,,22.1,,,1.7515,,,,328,0.043,48.8,,,,,,,,,,24.8,,,,,,,,,,,,,,,0.0365,,,,0.103,,,,,,,,,,,,,,,,20.4,,,,,9.8,,,,0.1818,,,,33.9,,,,,3.8,,,,2.36,,,11.1,,,
Kannika,09-Dec-12,71.98,,,,,,,,,,5.23,,,,,,,,,,2.2,,,22,,,1.8735,,,,358,0.0391,49.85,,,,,,,,,,32.45,,,,,,,,0,,,,,,,0.0559,35.5,,,0.053,,,,,,,,,,,,,,,,20.57,,11.6,,,11,,,,0.1049,,,,,,,,,3.3,,,,2.43,,,8,,,
Kannika,11-Jan-13,,2.09,,,,,,,,,4,,,,,,,,,,3.9,,,18.3,,,1.71,,,,307,0.098,48.8,,,,,,,,,,28.08,,,,0,,,,0,,,,,,,0.05,64.25,,,0.132,,,,,,,,,,,,,,,,20.4,,,,,12.3,,,,0.142,,,,28.4,,,,,3.3,,,,2.28,,,1.5,,,
Kannika,10-Feb-13,,2.51,,,,,,,,,3.35,,,,,,,,,,1.4,,,,,,2.13,,,,328,0.054,56.51,,,,,,,,,,24.48,,,,,,,0,,,,,,,,0.05,,,,0.066,,,,,,,,,,,,,,,,13.61,,,,0,9.9,,,,0.037,,,,28.49,,0,,,,,,,2.66,,,1.5,,,
Kannika,10-Mar-13,,2.29,,,,,,,,,3.88,,,,,,,,,,3.7,,,19.2,,,2.423,,,,396,0.051,64.04,,,,,,,,,,29.37,,,,,,,0,0,,,,,,,0.022,,,,0.089,,,,,,,,,,,,,,,,20.67,,,,0,13.1,,,,0.12,,,,32.65,,0,,,3.5,,,,3.07,,,3.5,,,
Kannika,14-Apr-13,80.38,2.04,,,,,,,,,2.72,,,,,,,,,,2.18,,,,,2.94,1.98,,,,333,0.05,52.74,,,,,,,,,,23.3,,,,0,,,0,0,,,,,,,0.023,108,,,0.058,,,,,,,,,,,,,,,,18.24,274.5,,,0,10.73,,,,0.266,,,,29.87,,0,,,,,,,2.72,,,11,,,
Kannika,16-May-13,,3.45,,,,,,,,,3.5,,,,0,,,,,,2.43,,,,,,1.693,,,,344,0,56.51,,,,0,,,,,,23.52,,,,0,,0.015,0,,,,0,,,,0.043,40.64,,,0.087,,,0,,,,,,,,,,1.6,,,11.43,,,5,0,8.75,,,,0.164,,,,32.65,,0,,,,,0.5,,2.28,,,17.2,,,
Kannika,22-Jun-13,,3.3,,,,,,,,,4.2,,,,,,,,,,3.94,,,,,,1.17,,,,298,0.016,54.84,2.11,,,,,,,,,23.3,,,,0,,,,,,,,,,,0.065,41.34,,,0.02,,,,,,,,,,,,,,,,17.99,,,,,8.76,,,,0.094,,,,33.35,,,,,,,,,1.59,,,25.3,,,
Kannika,14-Jul-13,,3.7,,,,,,,,,3.73,,,,,,,,,,2.42,,,,,,0.868,,,,286,0.046,59.1,,,,,,,,,,29.52,,,,0,,,,,,,,,,,0.022,39.67,,,0.055,,,,,,,,,,,,,,,,17.9,,,,,9.95,,,,0.142,,,,33.35,,,,,,,,,1.24,,,25.5,,,
Kannika,12-Aug-13,,2.15,,,,,,,,,3.04,,,,,,,,,,1.24,,,17.4,,,0.979,,,,256,0,42.2,2.2,,,,,,,,,24.6,,,,0,,,0,,,,,,,,0.091,37.3,,,0.01,,,,,,,,,,,,,,,,25.4,,,,0,8.92,,,,0,,,,22.9,,0,,,3.1,,,,1.13,,,26.5,,,
Kannika,08-Sep-13,184.48,2.03,,,,,,,,,2.79,,,,,,,,,,1.45,,,,,6.64,1.288,,,,253,0.036,50.09,,,,,,,,,,25.54,,,,0,,,0,0.043,,,,,,,0.043,15.73,,,0.044,,,,,,,,,,,,,,,,16.53,146.4,,1,0,7.79,,,,0.038,,,,21.48,,0,,,,,,,1.43,,,23.5,,,
Kannika,11-Oct-13,,2.08,,,,,,,,,3.36,,,,,,,,,,1.28,,,18.9,,,1.381,,,,278,0.053,53.95,2.12,,,,,,,,,24.69,,,,0,,,,,,,,,,,0.016,24.88,,,0.056,,,,,,,,,,,,,,,,14.11,,,,,9.09,,,,0.089,,,,23.38,,,,,2.5,,,,1.752,,,18.5,,,
Kannika,08-Nov-13,,3.4,,,,,,,,,4.08,,,,,,,,,,1.81,,,19.2,,,1.336,,,,332,0.095,53.95,,,,,,,,,,28.92,,,,0,,,0,,,,,,,,0.016,22.1,,,0.117,,,,,,,,,,,,,,,,14.1,,,,0,10.85,,,,0.061,,,,30.26,,0,,,2.5,,,,1.666,,,11.1,,,
Kannika,07-Dec-13,,3.72,,,,,,,,,3.45,,,,,,,,,,2.77,,,,,,1.756,,,,334,0.058,50.1,,,,,,,,,,24.71,,,,,,,0,,,,,,,,0.018,,,,0.072,,,,,,,,,,,,,,,,21.16,,,,0,12.21,,,,0.166,,,,34.73,,0,,,,,,,1.98,,,5.2,,,
Kannika,10-Jan-14,,,,,,,,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,
Kannika,11-Jan-14,,,,,,,,,,,2.21,,,,2.1,,,,,,1.73,,,30.5,,,1.67918,,,,371.8,0.058,68.09,,,,0,,,,,,16.32,,,,0,,0.05,0,,,,0,,,,0.0231,46,,,0.109,,,1.5,,,,,,,,,,1.9,,,22.17,223.3,260.6,37.5,0,12.5,,,,0.23244,,,,38.21,,0,,,3.9,,2.1,,2.38,,,4,,,
Kannika,02-Mar-14,,,,,,,,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277,,,,,,,,,,,,
Kannika,13-Mar-14,,,,,,,,,,,3.38,,,,,,,,,,3.37,,,,,,1.62946,,,,320.2,0.0258,65.73,,,,,,,,,,20.93,,,,,,,0,,,,,,,,0.0219,,,,0.117,,,,,,,,,,,,,,,,8.75,202.5,199.7,,0,12.25,,,,0.34398,,,,27.17,,0,,,,,,,2.46,,,5.2,,,
Kannika,03-Apr-14,,,,,,,,,,,3.12,,,,,,,,,,3.12,,,19.4,,,1.74924,,,,293.6,0.04075,54.5,,,,,,,,,,15.25,,,,0,,,0,,,,,,,,0.0328,,,,0.11,,,,,,,,,,,,,,,,13.62,189.1,191.7,,0,10.47,,,,0.04212,,,,29.54,,0,,,2.9,,,,2.11,,,10.7,,,
Kannika,14-Apr-14,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,,,,,,,,,,,,
Kannika,08-May-14,,,,,,,,,,,2.44,,,,,,,,,,0.86,,,,,,0.98988,,,,265.2,0.015,49.94,33.93,,,,,,,,,23.04,,,,,,,0,,,,,,,,0.0109,28.85,,,0.089,,,,,,,,,,,,,,,,11.73,161.65,172.5,,0,8.45,,,,0.09282,,,,26.08,,0,,,,,,,1.34,,,19.5,,,
Kannika,09-May-14,,,,,,,,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,,,,,,,,,,,,
Kannika,12-Jun-14,,,,,,,,,,,4.88,,,,2.5,,,,,,1.56,,,15.4,,,0.7792,,,,244,0.0557,51.3,,,,1.6,,,,,,15.34,,,,0,,0.05,0,0,,,0,,,,0.0131,,,,0.105,,,1.7,0.439,,,,,,,,,2.5,,,9.73,167.75,167.7,37.5,0,8.14,,,,0.12558,,,,24.41,,0,,,2.6,,2.5,,1.1,0,,21.5,,,
Kannika,15-Jun-14,,,,,,,,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269,,,,,,,,,,,,
